,Game_Id,Date,Period,Event,Description,Time_Elapsed,Seconds_Elapsed,Strength,Ev_Zone,Type,Ev_Team,Home_Zone,Away_Team,Home_Team,p1_name,p1_ID,p2_name,p2_ID,p3_name,p3_ID,awayPlayer1,awayPlayer1_id,awayPlayer2,awayPlayer2_id,awayPlayer3,awayPlayer3_id,awayPlayer4,awayPlayer4_id,awayPlayer5,awayPlayer5_id,awayPlayer6,awayPlayer6_id,homePlayer1,homePlayer1_id,homePlayer2,homePlayer2_id,homePlayer3,homePlayer3_id,homePlayer4,homePlayer4_id,homePlayer5,homePlayer5_id,homePlayer6,homePlayer6_id,Away_Players,Home_Players,Away_Score,Home_Score,Away_Goalie,Away_Goalie_Id,Home_Goalie,Home_Goalie_Id,xC,yC,Home_Coach,Away_Coach
12,20598,2019-12-28,1,TAKE,"DAL TAKEAWAY - #34 GURIANOV, Def. Zone",1:54,114.0,5x5,Def,,DAL,Def,COL,DAL,DENIS GURIANOV,8478495.0,,,,,NAZEM KADRI,8475172.0,J.T. COMPHER,8477456.0,ANDRE BURAKOVSKY,8477444.0,NIKITA ZADOROV,8477507.0,SAMUEL GIRARD,8479398.0,PHILIPP GRUBAUER,8475831.0,JOE PAVELSKI,8470794.0,JASON DICKINSON,8477450.0,DENIS GURIANOV,8478495.0,ANDREJ SEKERA,8471284.0,ROMAN POLAK,8471392.0,BEN BISHOP,8471750.0,6,6,0,1,PHILIPP GRUBAUER,8475831.0,BEN BISHOP,8471750.0,68.0,34.0,RICK BOWNESS,JARED BEDNAR
13,20598,2019-12-28,1,GIVE,"DAL GIVEAWAY - #16 PAVELSKI, Def. Zone",2:29,149.0,5x5,Def,,DAL,Def,COL,DAL,JOE PAVELSKI,8470794.0,,,,,TYSON JOST,8479370.0,J.T. COMPHER,8477456.0,MATT NIETO,8476442.0,NIKITA ZADOROV,8477507.0,SAMUEL GIRARD,8479398.0,PHILIPP GRUBAUER,8475831.0,MATTIAS JANMARK,8477406.0,JOE PAVELSKI,8470794.0,ROOPE HINTZ,8478449.0,JAMIE OLEKSIAK,8476467.0,JOHN KLINGBERG,8475906.0,BEN BISHOP,8471750.0,6,6,0,1,PHILIPP GRUBAUER,8475831.0,BEN BISHOP,8471750.0,32.0,25.0,RICK BOWNESS,JARED BEDNAR
14,20598,2019-12-28,1,SHOT,"COL ONGOAL - #83 NIETO, Wrist, Off. Zone, 46 ft.",2:30,150.0,5x5,Off,WRIST SHOT,COL,Def,COL,DAL,MATT NIETO,8476442.0,,,,,TYSON JOST,8479370.0,J.T. COMPHER,8477456.0,MATT NIETO,8476442.0,NIKITA ZADOROV,8477507.0,SAMUEL GIRARD,8479398.0,PHILIPP GRUBAUER,8475831.0,MATTIAS JANMARK,8477406.0,JOE PAVELSKI,8470794.0,ROOPE HINTZ,8478449.0,JAMIE OLEKSIAK,8476467.0,JOHN KLINGBERG,8475906.0,BEN BISHOP,8471750.0,6,6,0,1,PHILIPP GRUBAUER,8475831.0,BEN BISHOP,8471750.0,50.0,-26.0,RICK BOWNESS,JARED BEDNAR
15,20598,2019-12-28,1,HIT,"DAL #16 PAVELSKI HIT COL #37 COMPHER, Def. Zone",2:38,158.0,5x5,Def,,DAL,Def,COL,DAL,JOE PAVELSKI,8470794.0,J.T. COMPHER,8477456.0,,,TYSON JOST,8479370.0,J.T. COMPHER,8477456.0,MATT NIETO,8476442.0,NIKITA ZADOROV,8477507.0,SAMUEL GIRARD,8479398.0,PHILIPP GRUBAUER,8475831.0,MATTIAS JANMARK,8477406.0,JOE PAVELSKI,8470794.0,ROOPE HINTZ,8478449.0,JAMIE OLEKSIAK,8476467.0,JOHN KLINGBERG,8475906.0,BEN BISHOP,8471750.0,6,6,0,1,PHILIPP GRUBAUER,8475831.0,BEN BISHOP,8471750.0,79.0,41.0,RICK BOWNESS,JARED BEDNAR
16,20598,2019-12-28,1,HIT,"COL #37 COMPHER HIT DAL #24 HINTZ, Off. Zone",2:43,163.0,5x5,Off,,COL,Def,COL,DAL,J.T. COMPHER,8477456.0,ROOPE HINTZ,8478449.0,,,TYSON JOST,8479370.0,J.T. COMPHER,8477456.0,GABRIEL LANDESKOG,8476455.0,NIKITA ZADOROV,8477507.0,SAMUEL GIRARD,8479398.0,PHILIPP GRUBAUER,8475831.0,MATTIAS JANMARK,8477406.0,JOE PAVELSKI,8470794.0,ROOPE HINTZ,8478449.0,JAMIE OLEKSIAK,8476467.0,JOHN KLINGBERG,8475906.0,BEN BISHOP,8471750.0,6,6,0,1,PHILIPP GRUBAUER,8475831.0,BEN BISHOP,8471750.0,98.0,2.0,RICK BOWNESS,JARED BEDNAR
17,20598,2019-12-28,1,HIT,"DAL #4 HEISKANEN HIT COL #92 LANDESKOG, Def. Zone",3:10,190.0,5x5,Def,,DAL,Def,COL,DAL,MIRO HEISKANEN,8480036.0,GABRIEL LANDESKOG,8476455.0,,,NATHAN MACKINNON,8477492.0,MIKKO RANTANEN,8478420.0,GABRIEL LANDESKOG,8476455.0,CALE MAKAR,8480069.0,RYAN GRAVES,8477435.0,PHILIPP GRUBAUER,8475831.0,ANDREW COGLIANO,8471699.0,RADEK FAKSA,8476889.0,BLAKE COMEAU,8471260.0,MIRO HEISKANEN,8480036.0,ESA LINDELL,8476902.0,BEN BISHOP,8471750.0,6,6,0,1,PHILIPP GRUBAUER,8475831.0,BEN BISHOP,8471750.0,87.0,35.0,RICK BOWNESS,JARED BEDNAR
18,20598,2019-12-28,1,SHOT,"COL ONGOAL - #27 GRAVES, Slap, Off. Zone, 59 ft.",3:17,197.0,5x5,Off,SLAP SHOT,COL,Def,COL,DAL,RYAN GRAVES,8477435.0,,,,,NATHAN MACKINNON,8477492.0,MIKKO RANTANEN,8478420.0,GABRIEL LANDESKOG,8476455.0,CALE MAKAR,8480069.0,RYAN GRAVES,8477435.0,PHILIPP GRUBAUER,8475831.0,ANDREW COGLIANO,8471699.0,RADEK FAKSA,8476889.0,BLAKE COMEAU,8471260.0,MIRO HEISKANEN,8480036.0,ESA LINDELL,8476902.0,BEN BISHOP,8471750.0,6,6,0,1,PHILIPP GRUBAUER,8475831.0,BEN BISHOP,8471750.0,38.0,30.0,RICK BOWNESS,JARED BEDNAR
19,20598,2019-12-28,1,MISS,"COL #8 MAKAR, Wrist, Wide of Net, Off. Zone, 38 ft.",3:23,203.0,5x5,Off,WRIST SHOT,COL,Def,COL,DAL,CALE MAKAR,8480069.0,,,,,NATHAN MACKINNON,8477492.0,MIKKO RANTANEN,8478420.0,GABRIEL LANDESKOG,8476455.0,CALE MAKAR,8480069.0,RYAN GRAVES,8477435.0,PHILIPP GRUBAUER,8475831.0,ANDREW COGLIANO,8471699.0,RADEK FAKSA,8476889.0,BLAKE COMEAU,8471260.0,MIRO HEISKANEN,8480036.0,ESA LINDELL,8476902.0,BEN BISHOP,8471750.0,6,6,0,1,PHILIPP GRUBAUER,8475831.0,BEN BISHOP,8471750.0,54.0,-17.0,RICK BOWNESS,JARED BEDNAR
20,20598,2019-12-28,1,HIT,"DAL #23 LINDELL HIT COL #29 MACKINNON, Def. Zone",3:23,203.0,5x5,Def,,DAL,Def,COL,DAL,ESA LINDELL,8476902.0,NATHAN MACKINNON,8477492.0,,,NATHAN MACKINNON,8477492.0,MIKKO RANTANEN,8478420.0,GABRIEL LANDESKOG,8476455.0,CALE MAKAR,8480069.0,RYAN GRAVES,8477435.0,PHILIPP GRUBAUER,8475831.0,ANDREW COGLIANO,8471699.0,RADEK FAKSA,8476889.0,BLAKE COMEAU,8471260.0,MIRO HEISKANEN,8480036.0,ESA LINDELL,8476902.0,BEN BISHOP,8471750.0,6,6,0,1,PHILIPP GRUBAUER,8475831.0,BEN BISHOP,8471750.0,81.0,39.0,RICK BOWNESS,JARED BEDNAR
21,20598,2019-12-28,1,HIT,"COL #11 CALVERT HIT DAL #3 KLINGBERG, Off. Zone",4:16,256.0,5x5,Off,,COL,Def,COL,DAL,MATT CALVERT,8474685.0,JOHN KLINGBERG,8475906.0,,,NAZEM KADRI,8475172.0,VALERI NICHUSHKIN,8477501.0,MATT CALVERT,8474685.0,ERIK JOHNSON,8473446.0,IAN COLE,8474013.0,PHILIPP GRUBAUER,8475831.0,JASON DICKINSON,8477450.0,COREY PERRY,8470621.0,DENIS GURIANOV,8478495.0,JOHN KLINGBERG,8475906.0,ANDREJ SEKERA,8471284.0,BEN BISHOP,8471750.0,6,6,0,1,PHILIPP GRUBAUER,8475831.0,BEN BISHOP,8471750.0,38.0,40.0,RICK BOWNESS,JARED BEDNAR
22,20598,2019-12-28,1,SHOT,"DAL ONGOAL - #18 DICKINSON, Wrist, Neu. Zone, 83 ft.",4:22,262.0,5x5,Neu,WRIST SHOT,DAL,Neu,COL,DAL,JASON DICKINSON,8477450.0,,,,,NAZEM KADRI,8475172.0,VALERI NICHUSHKIN,8477501.0,JOONAS DONSKOI,8475820.0,ERIK JOHNSON,8473446.0,IAN COLE,8474013.0,PHILIPP GRUBAUER,8475831.0,JASON DICKINSON,8477450.0,COREY PERRY,8470621.0,DENIS GURIANOV,8478495.0,JOHN KLINGBERG,8475906.0,ANDREJ SEKERA,8471284.0,BEN BISHOP,8471750.0,6,6,0,1,PHILIPP GRUBAUER,8475831.0,BEN BISHOP,8471750.0,-14.0,-37.0,RICK BOWNESS,JARED BEDNAR
23,20598,2019-12-28,1,HIT,"COL #13 NICHUSHKIN HIT DAL #18 DICKINSON, Def. Zone",4:23,263.0,5x5,Def,,COL,Off,COL,DAL,VALERI NICHUSHKIN,8477501.0,JASON DICKINSON,8477450.0,,,NAZEM KADRI,8475172.0,VALERI NICHUSHKIN,8477501.0,JOONAS DONSKOI,8475820.0,ERIK JOHNSON,8473446.0,IAN COLE,8474013.0,PHILIPP GRUBAUER,8475831.0,JASON DICKINSON,8477450.0,COREY PERRY,8470621.0,DENIS GURIANOV,8478495.0,JAMIE OLEKSIAK,8476467.0,JOHN KLINGBERG,8475906.0,BEN BISHOP,8471750.0,6,6,0,1,PHILIPP GRUBAUER,8475831.0,BEN BISHOP,8471750.0,-61.0,-39.0,RICK BOWNESS,JARED BEDNAR
24,20598,2019-12-28,1,STOP,GOALIE STOPPED (AFTER SOG),4:23,263.0,5x5,,,,,COL,DAL,,,,,,,NAZEM KADRI,8475172.0,VALERI NICHUSHKIN,8477501.0,JOONAS DONSKOI,8475820.0,ERIK JOHNSON,8473446.0,IAN COLE,8474013.0,PHILIPP GRUBAUER,8475831.0,JASON DICKINSON,8477450.0,COREY PERRY,8470621.0,DENIS GURIANOV,8478495.0,JAMIE OLEKSIAK,8476467.0,JOHN KLINGBERG,8475906.0,BEN BISHOP,8471750.0,6,6,0,1,PHILIPP GRUBAUER,8475831.0,BEN BISHOP,8471750.0,,,RICK BOWNESS,JARED BEDNAR
25,20598,2019-12-28,1,FAC,DAL won Off. Zone - COL #91 KADRI vs DAL #18 DICKINSON,4:23,263.0,5x5,Off,,DAL,Off,COL,DAL,JASON DICKINSON,8477450.0,NAZEM KADRI,8475172.0,,,NAZEM KADRI,8475172.0,JOONAS DONSKOI,8475820.0,ANDRE BURAKOVSKY,8477444.0,ERIK JOHNSON,8473446.0,IAN COLE,8474013.0,PHILIPP GRUBAUER,8475831.0,JASON DICKINSON,8477450.0,COREY PERRY,8470621.0,DENIS GURIANOV,8478495.0,JAMIE OLEKSIAK,8476467.0,JOHN KLINGBERG,8475906.0,BEN BISHOP,8471750.0,6,6,0,1,PHILIPP GRUBAUER,8475831.0,BEN BISHOP,8471750.0,-69.0,-22.0,RICK BOWNESS,JARED BEDNAR
26,20598,2019-12-28,1,BLOCK,"DAL #10 PERRY BLOCKED BY  COL #72 DONSKOI, Wrist, Def. Zone",4:24,264.0,5x5,Def,WRIST SHOT,DAL,Off,COL,DAL,JOONAS DONSKOI,8475820.0,COREY PERRY,8470621.0,,,NAZEM KADRI,8475172.0,JOONAS DONSKOI,8475820.0,ANDRE BURAKOVSKY,8477444.0,ERIK JOHNSON,8473446.0,IAN COLE,8474013.0,PHILIPP GRUBAUER,8475831.0,JASON DICKINSON,8477450.0,COREY PERRY,8470621.0,DENIS GURIANOV,8478495.0,JAMIE OLEKSIAK,8476467.0,JOHN KLINGBERG,8475906.0,BEN BISHOP,8471750.0,6,6,0,1,PHILIPP GRUBAUER,8475831.0,BEN BISHOP,8471750.0,-68.0,-2.0,RICK BOWNESS,JARED BEDNAR
27,20598,2019-12-28,1,SHOT,"DAL ONGOAL - #34 GURIANOV, Wrist, Off. Zone, 20 ft.",4:28,268.0,5x5,Off,WRIST SHOT,DAL,Off,COL,DAL,DENIS GURIANOV,8478495.0,,,,,NAZEM KADRI,8475172.0,JOONAS DONSKOI,8475820.0,ANDRE BURAKOVSKY,8477444.0,ERIK JOHNSON,8473446.0,IAN COLE,8474013.0,PHILIPP GRUBAUER,8475831.0,JASON DICKINSON,8477450.0,COREY PERRY,8470621.0,DENIS GURIANOV,8478495.0,JAMIE OLEKSIAK,8476467.0,JOHN KLINGBERG,8475906.0,BEN BISHOP,8471750.0,6,6,0,1,PHILIPP GRUBAUER,8475831.0,BEN BISHOP,8471750.0,-76.0,-16.0,RICK BOWNESS,JARED BEDNAR
28,20598,2019-12-28,1,SHOT,"DAL ONGOAL - #4 HEISKANEN, Slap, Off. Zone, 50 ft.",5:36,336.0,5x5,Off,SLAP SHOT,DAL,Off,COL,DAL,MIRO HEISKANEN,8480036.0,,,,,TYSON JOST,8479370.0,J.T. COMPHER,8477456.0,MATT NIETO,8476442.0,CALE MAKAR,8480069.0,RYAN GRAVES,8477435.0,PHILIPP GRUBAUER,8475831.0,MATTIAS JANMARK,8477406.0,JOE PAVELSKI,8470794.0,ROOPE HINTZ,8478449.0,MIRO HEISKANEN,8480036.0,ESA LINDELL,8476902.0,BEN BISHOP,8471750.0,6,6,0,1,PHILIPP GRUBAUER,8475831.0,BEN BISHOP,8471750.0,-44.0,-23.0,RICK BOWNESS,JARED BEDNAR
29,20598,2019-12-28,1,BLOCK,"DAL #15 COMEAU BLOCKED BY  COL #49 GIRARD, Backhand, Def. Zone",6:21,381.0,5x5,Def,BACKHAND,DAL,Off,COL,DAL,SAMUEL GIRARD,8479398.0,BLAKE COMEAU,8471260.0,,,NATHAN MACKINNON,8477492.0,MIKKO RANTANEN,8478420.0,GABRIEL LANDESKOG,8476455.0,NIKITA ZADOROV,8477507.0,SAMUEL GIRARD,8479398.0,PHILIPP GRUBAUER,8475831.0,RADEK FAKSA,8476889.0,JAMIE BENN,8473994.0,BLAKE COMEAU,8471260.0,JAMIE OLEKSIAK,8476467.0,JOHN KLINGBERG,8475906.0,BEN BISHOP,8471750.0,6,6,0,1,PHILIPP GRUBAUER,8475831.0,BEN BISHOP,8471750.0,-78.0,-14.0,RICK BOWNESS,JARED BEDNAR
30,20598,2019-12-28,1,SHOT,"DAL ONGOAL - #12 FAKSA, Deflected, Off. Zone, 13 ft.",6:43,403.0,5x5,Off,DEFLECTED,DAL,Off,COL,DAL,RADEK FAKSA,8476889.0,,,,,NATHAN MACKINNON,8477492.0,MIKKO RANTANEN,8478420.0,GABRIEL LANDESKOG,8476455.0,NIKITA ZADOROV,8477507.0,SAMUEL GIRARD,8479398.0,PHILIPP GRUBAUER,8475831.0,RADEK FAKSA,8476889.0,ALEXANDER RADULOV,8471228.0,JAMIE BENN,8473994.0,JAMIE OLEKSIAK,8476467.0,JOHN KLINGBERG,8475906.0,BEN BISHOP,8471750.0,6,6,0,1,PHILIPP GRUBAUER,8475831.0,BEN BISHOP,8471750.0,-78.0,8.0,RICK BOWNESS,JARED BEDNAR
31,20598,2019-12-28,1,HIT,"DAL #2 OLEKSIAK HIT COL #96 RANTANEN, Off. Zone",6:55,415.0,5x5,Off,,DAL,Off,COL,DAL,JAMIE OLEKSIAK,8476467.0,MIKKO RANTANEN,8478420.0,,,NATHAN MACKINNON,8477492.0,VALERI NICHUSHKIN,8477501.0,MIKKO RANTANEN,8478420.0,NIKITA ZADOROV,8477507.0,SAMUEL GIRARD,8479398.0,PHILIPP GRUBAUER,8475831.0,TYLER SEGUIN,8475794.0,ALEXANDER RADULOV,8471228.0,JAMIE BENN,8473994.0,JAMIE OLEKSIAK,8476467.0,JOHN KLINGBERG,8475906.0,BEN BISHOP,8471750.0,6,6,0,1,PHILIPP GRUBAUER,8475831.0,BEN BISHOP,8471750.0,-45.0,-39.0,RICK BOWNESS,JARED BEDNAR
32,20598,2019-12-28,1,HIT,"COL #16 ZADOROV HIT DAL #14 BENN, Def. Zone",7:02,422.0,5x5,Def,,COL,Off,COL,DAL,NIKITA ZADOROV,8477507.0,JAMIE BENN,8473994.0,,,NATHAN MACKINNON,8477492.0,VALERI NICHUSHKIN,8477501.0,MIKKO RANTANEN,8478420.0,NIKITA ZADOROV,8477507.0,SAMUEL GIRARD,8479398.0,PHILIPP GRUBAUER,8475831.0,TYLER SEGUIN,8475794.0,ALEXANDER RADULOV,8471228.0,JAMIE BENN,8473994.0,JAMIE OLEKSIAK,8476467.0,ROMAN POLAK,8471392.0,BEN BISHOP,8471750.0,6,6,0,1,PHILIPP GRUBAUER,8475831.0,BEN BISHOP,8471750.0,-57.0,-39.0,RICK BOWNESS,JARED BEDNAR
